Track,Artist,Release_date,Streams,BPM,Key,Mode,Dancebility,Valence,Energy,Acousticness,Instrumentalness,Liveness,Speechiness
Driving Home for Christmas - 2019 Remaster,Chris Rea,1986-01-01,429504768,180,A,Major,51,87,58,36,0,18,4
Christmas (Baby Please Come Home),Darlene Love,1963-11-22,242767149,126,D#,Major,34,35,76,39,0,8,5
Gone Girl,SZA,2022-12-09,65362788,150,F,Major,43,42,44,57,0,15,6
F2F,SZA,2022-12-09,67540165,90,D,Major,53,47,74,9,0,34,4
Notice Me,SZA,2022-12-09,62019074,160,F,Major,72,78,68,28,0,11,12
Merry Christmas,"Ed Sheeran, Elton John",2017-11-10,135723538,114,,Major,59,60,94,24,0,10,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",1958-01-01,295998468,113,G,Major,73,72,32,77,0,15,5
My Only Wish (This Year),Britney Spears,2000-11-07,261116938,147,,Major,67,69,72,17,0,19,3
Antidepresan,"Mabel Matiz, Mert Demir",2022-11-04,136689549,100,B,Minor,70,92,59,3,0,10,3
Wild Flower (with youjeen),RM,2022-12-02,135611421,155,G#,Major,49,42,77,3,0,12,9
I Hate U,SZA,2021-12-03,356709897,107,G,Minor,54,41,39,51,0,11,16
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2022-12-02,110649992,112,G#,Major,80,15,54,9,0,38,5
SPIT IN MY FACE!,ThxSoMch,2022-10-31,301869854,166,C#,Major,70,57,57,9,20,11,7
Deck The Hall - Remastered 1999,Nat King Cole,1959-01-01,127027715,107,F#,Minor,69,96,36,81,0,8,4
Smoking on my Ex Pack,SZA,2022-12-09,57144458,81,G#,Major,47,33,68,24,0,22,38
Conceited,SZA,2022-12-09,56870689,150,C#,Major,79,77,46,5,0,11,7
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2022-10-21,323437194,110,A,Major,66,19,32,69,0,12,4
Maroon,Taylor Swift,2022-10-21,317726339,108,G,Major,64,4,40,6,0,10,6
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",2022-09-28,116144341,130,E,Minor,89,48,74,30,0,7,36
Bejeweled,Taylor Swift,2022-10-21,328207708,164,G,Major,70,39,56,6,0,9,7
Tarot,"Bad Bunny, Jhay Cortez",2022-05-06,608228647,114,B,Minor,80,42,68,2,0,66,4
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2005-09-20,180577478,93,F,Major,63,93,88,1,0,12,4
Desesperados,"Chencho Corleone, Rauw Alejandro",2021-06-25,809306935,90,C#,Minor,87,51,69,36,0,9,8
Too Late,SZA,2022-12-08,49262961,128,B,Major,45,35,68,78,0,39,8
Party,"Bad Bunny, Rauw Alejandro",2022-05-06,614555082,97,A,Major,83,47,80,2,0,24,9
Run Rudolph Run - Single Version,Chuck Berry,1958-01-01,245350949,152,G,Minor,69,94,71,79,0,7,8
Jingle Bells - Remastered 1999,Frank Sinatra,1957-01-01,178660459,175,G#,Major,51,94,34,73,0,10,5
Far,SZA,2022-12-09,51641685,116,D,Major,61,48,55,67,0,16,8
On Time (with John Legend),"John Legend, Metro Boomin",2022-12-02,78139948,80,F,Minor,33,51,59,76,0,44,6
GATï¿½ï¿½,"Maldy, Karol G",2022-08-25,322336177,93,B,Minor,63,34,86,26,0,21,39
ýýýabcdefu,Gayle,2021-08-13,1007612429,122,E,Major,70,42,54,30,0,37,5
Sacrifice,The Weeknd,2022-01-07,326792833,122,G,Major,70,91,79,3,0,7,10
Is There Someone Else?,The Weeknd,2022-01-07,391251368,135,A,Minor,70,60,58,4,0,16,3
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",2022-01-05,349585590,109,F,Major,60,45,47,62,0,31,5
Out of Time,The Weeknd,2022-01-07,339659802,93,,Minor,65,82,74,27,0,32,5
Do It To It,"Cherish, ACRAZE",2021-08-20,674772936,125,B,Minor,85,64,81,2,5,7,9
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2021-11-19,432719968,206,,Minor,58,83,45,36,0,11,8
Pepas,Farruko,2021-06-24,1309887447,130,G,Major,76,44,77,1,0,13,3
How Do I Make You Love Me?,The Weeknd,2022-01-07,119238316,121,G,Minor,80,62,51,2,0,9,8
Gasoline,The Weeknd,2022-01-07,116903579,123,F#,Minor,74,35,73,0,0,21,5
Infinity,Jaymes Young,2017-06-23,888046992,122,B,Minor,67,50,67,15,0,30,4
Less Than Zero,The Weeknd,2022-01-07,200660871,143,,Major,53,50,79,0,0,8,3
Take My Breath,The Weeknd,2021-08-06,130655803,121,A#,Minor,70,35,77,1,0,26,4
good 4 u,Olivia Rodrigo,2021-05-14,1887039593,166,F#,Minor,56,68,66,28,0,11,18
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",2022-01-07,88103848,135,C#,Major,41,27,64,36,0,60,3
Best Friends,The Weeknd,2022-01-07,101114984,87,E,Minor,49,49,59,44,0,35,21
Kiss Me More (feat. SZA),"SZA, Doja Cat",2021-04-09,1575467011,111,G#,Major,77,74,66,30,0,13,3
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2022-01-07,91656026,110,D,Major,75,85,84,10,0,31,19
Need To Know,Doja Cat,2021-06-11,1042568408,130,C#,Major,66,19,61,30,0,9,7
MONTERO (Call Me By Your Name),Lil Nas X,2020-09-18,1735441776,179,G#,Minor,61,76,51,30,0,38,15
love nwantiti (ah ah ah),Ckay,2019-07-26,726837877,93,F,Minor,74,53,73,61,0,13,4
Dawn FM,The Weeknd,2022-01-07,53933526,78,A,Minor,27,10,49,62,0,49,5
Surface Pressure,Jessica Darrow,2021-11-19,267758538,180,D,Major,65,37,58,2,0,4,31
Starry Eyes,The Weeknd,2022-01-07,74601456,86,A,Minor,28,13,41,50,0,19,3
THATS WHAT I WANT,Lil Nas X,2021-09-17,920797189,88,C#,Minor,74,55,85,1,0,5,22
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2021-11-05,539595276,97,C#,Major,68,72,78,4,0,7,5
Beggin,Mï¿½ï¿½ne,2017-12-08,1367810478,134,B,Minor,71,59,80,13,0,36,5
Mon Amour - Remix,"Aitana, zzoilo",2020-09-21,578207856,116,D,Major,75,36,76,12,0,10,10
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",2021-10-05,775542072,170,E,Minor,64,14,70,9,0,9,8
MONEY,Lisa,2021-09-10,863625566,140,C#,Minor,83,40,55,16,0,14,23
The Motto,"Tiï¿½ï¿½sto, Ava",2021-11-04,656013912,118,G,Minor,75,46,76,3,0,9,4
Happier Than Ever,Billie Eilish,2021-07-30,1056760045,65,,Major,31,31,24,76,0,14,4
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2021-10-22,611994237,120,,Minor,56,16,67,0,0,11,4
traitor,"Juan Cruz Toledo, Huilen Toledo",2021-05-21,1230855859,176,D#,Major,29,12,33,68,0,12,5
Toxic,BoyWithUke,2021-09-10,582981380,180,G#,Minor,59,69,61,84,0,46,36
drivers license,Olivia Rodrigo,2021-01-08,1858144199,144,A#,Major,59,21,43,76,0,10,7
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",2021-11-30,240684449,133,F#,Minor,82,52,61,38,0,14,27
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021-11-12,583687007,93,,Major,63,21,52,28,0,9,3
Donï¿½ï¿½ï¿½t Break My,The Weeknd,2022-01-07,63803529,122,A#,Major,77,25,62,34,0,23,3
Oh My God,Adele,2021-11-19,466214729,88,C#,Major,53,55,73,9,0,3,5
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",2022-01-05,236940480,170,F,Minor,70,61,44,40,0,37,4
A Tale By Quincy,The Weeknd,2022-01-07,41924466,94,F,Minor,46,55,50,71,0,10,11
I AM WOMAN,Emmy Meli,2021-11-18,225259194,170,A#,Major,65,46,47,12,0,13,16
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",2021-10-27,393230256,90,E,Minor,79,79,70,57,0,66,8
It'll Be Okay,Shawn Mendes,2021-12-01,287201015,78,G,Major,40,7,29,62,0,9,3
Softcore,The Neighbourhood,2018-03-09,599770206,94,D,Major,57,36,58,5,0,15,3
Super Gremlin,Kodak Black,2021-10-30,342779426,73,D,Major,83,11,41,0,0,36,14
Volvï¿,"Aventura, Bad Bunny",2021-08-03,673801126,176,C#,Major,73,79,86,42,0,7,18
Todo De Ti,Rauw Alejandro,2020-11-02,1168642797,128,D#,Minor,81,57,63,40,1,10,4
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",2019-08-30,540539717,120,G#,Major,58,44,60,44,9,5,6
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-05,383550148,82,D,Major,63,85,62,6,0,35,4
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",2020-03-13,530511203,95,D,Major,77,40,47,2,0,9,3
Every Angel is Terrifying,The Weeknd,2022-01-07,37307967,118,,Major,44,52,94,11,0,4,29
Tacones Rojos,Sebastian Yatra,2021-10-22,510876816,123,B,Minor,75,93,86,8,0,14,3
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",2021-03-19,1445941661,90,,Major,63,49,68,38,0,42,18
Dakiti,"Bad Bunny, Jhay Cortez",2020-10-30,1763363713,110,E,Minor,73,14,57,40,0,11,5
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2021-12-29,374191487,96,C#,Minor,66,76,82,47,0,10,32
Lï¿½ï¿½ï¿,Stromae,2022-01-09,108809090,88,D,Minor,56,58,55,35,0,23,11
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",2021-09-08,436695353,98,A,Minor,73,60,85,17,0,24,5
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",2021-09-24,421040617,110,,Minor,72,67,68,0,0,14,4
Life Goes On,Oliver Tree,2020-07-17,501541661,80,,Major,70,57,49,19,0,12,8
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",2021-09-16,354065229,110,C#,Minor,86,31,53,43,0,11,6
Butter,BTS,2021-05-21,1143647827,110,G#,Major,79,70,36,0,0,6,11
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",2022-01-07,311395144,78,C#,Minor,77,49,42,1,1,13,19
You Right,"Doja Cat, The Weeknd",2021-06-24,672656250,129,G#,Major,83,44,62,2,0,8,6
deja vu,Olivia Rodrigo,2021-04-01,1256880657,181,A,Major,44,22,60,61,0,42,9
Dynamite,BTS,2020-08-21,1692897992,114,F#,Minor,75,74,77,1,0,9,10
TO THE MOON,Jnr Choi,2021-11-05,245095641,144,D,Major,74,39,65,5,1,11,35
Lost in the Fire,"The Weeknd, Gesaffelstein",2019-01-11,686734357,101,D,Major,66,18,68,9,0,12,4
Salimo de Noche,"Trueno, Tiago pzk",2021-10-21,261414174,84,D,Major,67,78,63,29,0,12,5
Volando - Remix,"Sech, Bad Bunny, Mora",2021-07-08,610045621,154,F#,Major,66,63,69,21,0,11,7
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-03-05,1115880852,148,F,Major,59,72,62,18,0,9,3
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",2021-09-03,594482982,146,F,Minor,85,22,37,13,0,7,30
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2021-08-01,566954746,120,B,Minor,77,51,79,20,0,26,6
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1970-01-01,0,110,A,Major,53,75,69,7,0,17,3
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2021-11-11,374706940,136,,Minor,77,82,30,95,0,13,5
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",2021-11-19,184937148,141,C#,Major,59,56,63,12,0,6,36
Phantom Regret by Jim,The Weeknd,2022-01-07,31959571,108,A,Minor,46,23,48,75,30,14,4
Dos Oruguitas,Sebastian Yatra,2021-11-19,167076418,94,,Major,42,47,36,76,0,9,5
Freaks,Surf Curse,2015-05-10,824420218,180,A,Major,35,41,94,0,63,5,5
Acapulco,Jason Derulo,2021-09-01,363467642,122,A#,Major,77,51,79,5,0,16,5
Daddy Issues,The Neighbourhood,2015-10-30,1127468248,85,A#,Major,59,33,52,7,15,12,3
thought i was playing,"21 Savage, Gunna",2022-01-07,60680939,148,C#,Major,68,29,73,0,0,7,7
ELEVEN,IVE,2021-12-01,247737946,120,A,Major,83,59,73,6,0,5,11
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2020-07-24,1699402402,91,G,Minor,70,76,72,22,0,27,4
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2021-11-19,154797871,120,E,Major,72,54,71,26,0,10,4
DANCE CRIP,Trueno,2021-11-17,198883004,106,,Major,86,86,79,11,0,8,9
Miserable Man,David Kushner,2022-01-07,124407432,110,A#,Major,63,31,35,93,0,29,3
happier,Olivia Rodrigo,2021-05-21,850608354,169,F#,Major,39,36,45,81,0,8,13
Praise God,Kanye West,2021-08-29,376333030,118,C#,Major,80,21,55,1,0,26,17
Get Into It (Yuh),Doja Cat,2021-06-25,516784627,92,G#,Minor,91,79,66,32,0,9,16
Before You Go,Lewis Capaldi,2019-11-01,1608045237,112,D#,Major,45,19,60,63,0,9,6
Sky,Playboi Carti,2020-12-25,506778838,140,D,Major,79,56,91,26,0,13,21
Rolling in the Deep,Adele,2010-11-29,1472799873,105,G#,Major,73,52,76,13,0,5,3
Sobrio,Maluma,2021-07-08,513643924,178,F,Major,76,63,77,14,0,15,22
Peru,"Ed Sheeran, Fireboy DML",2021-12-23,261286503,108,G,Minor,96,71,42,57,0,8,9
favorite crime,Olivia Rodrigo,2021-05-21,783706581,173,A,Major,40,19,29,86,0,34,4
Thunder,"Prezioso, Gabry Ponte, LUM!X",2021-05-07,422691058,101,C#,Major,67,40,90,3,0,34,6
The Business,Tiï¿½ï¿,2020-01-01,1062345656,120,G#,Minor,80,24,62,41,2,11,23
positions,Ariana Grande,2020-10-23,1252563873,144,,Major,73,66,80,44,0,9,12
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,2021-03-19,851070493,133,C#,Major,75,96,61,0,0,18,4
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2021-10-22,263894529,158,G#,Minor,46,62,83,53,0,97,28
The Feels,TWICE,2021-10-01,345903614,120,A,Major,81,92,90,9,0,8,7
HEARTBREAK ANNIVERSARY,Giveon,2020-02-21,951637566,129,,Major,61,59,46,56,0,13,5
No Lie,"Sean Paul, Dua Lipa",2016-11-18,956865266,102,G,Major,74,45,89,5,0,26,13
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",2021-08-13,427486004,124,G#,Minor,79,79,84,2,0,5,5
Pope Is a Rockstar,SALES,2016-04-20,156658366,90,E,Minor,73,31,45,85,24,11,3
2055,Sleepy hallow,2021-04-14,624515457,161,F#,Minor,78,65,52,46,0,12,31
Bored,Billie Eilish,2017-03-30,777765388,120,G,Major,60,11,33,90,0,8,5
Happier Than Ever - Edit,Billie Eilish,2021-07-28,412795151,81,,Major,45,12,57,7,0,23,3
Astronaut In The Ocean,Masked Wolf,2019-01-01,1138474110,150,E,Minor,78,47,70,18,0,15,9
Ley Seca,"Anuel Aa, Jhay Cortez",2021-09-02,355219175,105,G#,Major,76,58,84,10,0,13,10
Every Summertime,NIKI,2021-08-10,290228626,79,F#,Major,63,76,67,38,0,6,4
Talking To The Moon,Bruno Mars,2010-10-04,1062956628,146,C#,Minor,52,7,61,51,0,11,3
you broke me first,Tate McRae,2020-04-17,1180094974,124,E,Major,64,8,37,79,0,9,5
The Nights,Avicii,2014-01-01,1456081449,126,F#,Major,53,66,85,2,0,24,4
Take My Breath,The Weeknd,2021-08-06,432702334,121,G#,Major,75,53,74,2,0,11,5
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",2021-09-03,489945871,136,B,Minor,80,33,60,0,0,32,14
Cï¿½ï¿½,Rauw Alejandro,2021-06-25,465959382,102,A,Minor,77,26,63,58,0,11,5
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",2021-10-27,1223481149,77,G,Major,73,54,74,23,0,41,23
Dance Monkey,Tones and I,2019-05-10,2864791672,98,F#,Minor,82,54,59,69,0,18,10
Lucid Dreams,Juice WRLD,2017-06-15,2288695111,84,B,Minor,44,22,48,38,0,33,24
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2021-01-28,720825549,102,G#,Major,89,77,82,3,0,17,11
All of Me,John Legend,2013-08-01,2086124197,120,G#,Major,42,33,26,92,0,13,3
Smells Like Teen Spirit - Remastered 2021,Nirvana,1991-09-10,1690192927,117,C#,Major,52,73,91,0,0,11,7
Arcade,Duncan Laurence,2019-03-07,991336132,72,A,Minor,45,27,33,82,0,14,4
Fair Trade (with Travis Scott),"Drake, Travis Scott",2021-09-03,593917618,168,C#,Major,67,29,47,5,0,22,26
Bar,"Tini, L-Gante",2021-11-11,200972675,94,C#,Major,52,68,69,13,0,33,8
The Rumbling (TV Size),SiM,2022-01-10,71014967,145,G#,Major,41,65,88,0,0,26,5
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2021-08-27,560222750,134,C#,Major,71,14,61,1,0,23,33
Mr. Brightside,The Killers,2003-09-23,1806617704,148,C#,Major,35,24,93,0,0,10,8
Blessed-Cursed,ENHYPEN,2022-01-10,77337771,127,E,Minor,60,40,89,9,0,60,6
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",2021-06-24,528544703,172,F#,Minor,74,79,66,11,0,8,16
Streets,Doja Cat,2019-11-07,865640097,90,B,Major,75,19,46,21,4,34,8
Shallow,"Lady Gaga, Bradley Cooper",2018-09-27,2159346687,96,G,Major,57,30,40,38,0,26,3
Polaroid Love,ENHYPEN,2022-01-10,211372494,138,G,Minor,74,65,67,46,0,36,4
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2021-04-28,651732901,120,G,Major,72,67,72,0,0,13,4
Permission to Dance,BTS,2021-07-09,608334048,125,A,Major,70,65,74,1,0,34,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",2021-01-15,863756573,123,D,Major,82,80,86,1,0,30,13
RAPSTAR,Polo G,2021-04-09,797402345,81,F#,Major,79,44,54,41,0,13,24
'Till I Collapse,"Eminem, Nate Dogg",2002-05-26,1695712020,171,C#,Major,55,10,85,7,0,8,20
Memories,Maroon 5,2019-09-20,1759567999,91,B,Major,77,60,32,84,0,8,5
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",2021-08-12,223319934,84,G,Minor,56,61,76,10,0,14,11
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2022-01-07,54937991,115,F,Minor,90,74,54,16,0,13,28
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2021-12-29,226897599,125,,Major,69,70,89,4,0,49,3
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2021-10-14,258316038,122,F#,Minor,80,62,69,28,0,13,7
Miï¿½ï¿½n,"Tini, Maria Becerra",2021-04-29,596152090,92,D,Major,85,92,54,16,0,29,7
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",2021-11-18,177129919,90,F#,Minor,63,75,75,17,0,11,8
MAMIII,"Karol G, Becky G",2022-02-10,716591492,94,E,Minor,84,90,70,9,0,14,8
Still D.R.E.,"Dr. Dre, Snoop Dogg",1999-01-01,1210599487,93,B,Major,81,53,78,18,0,6,24
Stay Alive (Prod. SUGA of BTS),Jung Kook,2022-02-11,246376690,130,D,Minor,51,50,76,30,0,10,7
Boyfriend,Dove Cameron,2022-02-11,496311364,180,G,Minor,35,23,61,23,0,19,6
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2022-02-11,146789379,134,,Major,53,31,31,92,0,28,3
The Next Episode,"Dr. Dre, Snoop Dogg",1999-01-01,843309044,95,D#,Minor,92,31,89,3,0,8,25
Light Switch,Charlie Puth,2022-01-19,500340342,184,F#,Major,69,91,63,11,0,9,31
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",2022-02-11,107255472,147,G#,Minor,47,50,80,10,0,32,38
Brividi,"Mahmood, Blanco",2022-02-02,135079152,123,G,Major,52,44,60,40,0,26,3
Lost,Frank Ocean,2012-01-01,822239726,123,A#,Minor,91,49,61,3,0,17,22
In Da Club,50 Cent,2002-01-01,1202722675,90,F#,Minor,90,79,71,26,0,7,37
she's all i wanna be,Tate McRae,2022-02-04,343197054,160,D,Minor,61,65,64,1,0,12,4
Ginseng Strip 2002,Yung Lean,2013-08-16,240769997,115,C#,Major,60,37,71,8,0,48,4
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2019-08-04,426204830,141,D#,Major,37,17,67,2,0,34,9
Notion,The Rare Occasions,2016-08-05,421135627,160,A,Major,31,30,88,7,0,8,8
Formula,Labrinth,2019-10-04,554875730,145,B,Major,57,23,66,4,6,15,4
Mount Everest,Labrinth,2019-06-21,467727006,89,,Minor,46,43,43,23,8,8,22
Excuses,"Intense, AP Dhillon, Gurinder Gill",2020-07-24,327498031,95,F,Minor,84,49,72,8,0,15,8
Cigarettes,Juice WRLD,2021-12-10,185408548,160,D,Major,60,47,62,3,0,38,4
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",2022-01-14,245400167,174,F,Minor,67,74,75,44,0,7,30
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",1995-12-28,579395142,92,G,Major,77,76,84,3,0,38,4
Forgot About Dre,"Eminem, Dr. Dre",1999-01-01,675039469,134,G#,Major,93,61,74,9,0,17,8
Down Under (feat. Colin Hay),"Luude, Colin Hay",2021-11-19,252871192,172,B,Minor,31,4,86,1,0,28,17
Mujeriego,Ryan Castro,2021-12-17,231996128,80,A,Major,76,92,62,6,0,8,13
HUMBLE.,Kendrick Lamar,2017-03-30,1929770265,150,C#,Minor,91,42,60,0,0,9,12
Stan,"Eminem, Dido",1999-11-21,918915401,80,F#,Minor,78,53,74,4,0,45,21
Contection,"GODZZ__-, Zakaria",2020-01-16,1180896317,166,A#,Minor,81,83,75,14,0,29,34
Swim,Chase Atlantic,2017-10-04,498960285,120,G#,Major,67,8,54,27,0,8,4
A Tu Merced,Bad Bunny,2020-02-29,685071800,92,,Major,86,89,79,17,0,11,6
Numb Little Bug,Em Beihold,2022-01-28,258714692,85,G#,Minor,74,61,52,30,0,26,9
212,"Mainstreet, Chefin",2022-01-15,143139338,154,D,Minor,79,86,52,66,0,9,7
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2021-10-22,209768491,92,D,Minor,73,37,74,28,0,14,6
Bussin,"Nicki Minaj, Lil Baby",2022-02-11,64714573,140,B,Major,89,75,70,6,0,13,5
Worst Day,Future,2022-02-11,50746620,89,C#,Major,65,60,60,11,0,10,40
Malvada,Zï¿½ï¿½ Fe,2022-01-28,154119539,135,F,Minor,89,89,86,16,0,8,5
Hrs and Hrs,Muni Long,2021-11-19,181328253,140,G#,Minor,51,66,53,60,0,11,18
Alien Blues,Vundabar,2015-07-24,370068639,82,D#,Major,47,44,76,8,91,9,3
Thinking Out Loud,Ed Sheeran,2014-01-01,2280566092,79,D,Major,78,58,45,47,0,18,3
Still Don't Know My Name,Labrinth,2019-10-04,563902868,88,F,Major,31,31,63,47,27,21,12
Christmas Tree,V,2021-12-24,317622165,139,F,Major,44,18,38,70,0,12,4
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2022-01-14,291709698,124,,Minor,73,68,83,55,0,90,7
When I R.I.P.,Labrinth,2019-10-04,203680270,80,G#,Minor,39,45,55,73,0,9,21
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2022-02-04,81350745,120,C#,Minor,84,54,51,47,0,12,40
Forever,Labrinth,2019-10-04,282883169,80,E,Minor,56,19,46,92,72,11,3
Gospel (with Eminem),"Eminem, Dr. Dre",2022-02-04,64787943,117,C#,Major,92,62,86,11,0,24,24
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2019-06-19,2484812918,117,A,Minor,76,77,52,4,0,8,3
NEW MAGIC WAND,"Tyler, The Creator",2019-05-16,461437791,140,F,Minor,62,46,73,10,0,67,11
Adore You,Harry Styles,2019-12-06,1439191367,99,G#,Major,68,57,77,2,0,10,5
La Santa,"Daddy Yankee, Bad Bunny",2020-02-29,759208783,93,C#,Major,74,59,87,3,0,8,5
Something In The Way - Remastered 2021,Nirvana,1991-09-24,368646862,106,G#,Major,44,8,20,74,42,11,3
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2022-03-11,299634472,124,G,Major,81,68,63,17,0,10,22
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2022-03-04,756907987,95,G#,Major,76,96,70,18,0,33,4
Una Noche en Medellï¿½,Cris Mj,2022-01-21,682475162,96,A#,Minor,87,82,53,10,0,5,8
Envolver,Anitta,2021-11-11,546191065,92,E,Minor,81,40,73,15,0,9,8
Starlight,Dave,2022-03-03,229473310,124,G,Major,95,36,37,35,0,10,28
Hati-Hati di Jalan,Tulus,2022-03-03,202677468,72,F#,Major,64,76,44,70,9,12,4
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,2022-02-04,121913181,71,,Minor,28,26,20,19,0,30,3
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2022-02-01,208166039,135,A,Minor,78,55,57,4,0,10,8
