Track,Artist,Release_date,Streams,BPM,Key,Mode,Dancebility,Valence,Energy,Acousticness,Instrumentalness,Liveness,Speechiness
Yo Voy (feat. Daddy Yankee),Zion & Lennox,2004-05-04,527033089,95,A#,Major,81,56,70,4,0,5,24
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2022-03-03,94616487,71,C#,Minor,59,70,74,56,0,11,40
Jordan,Ryan Castro,2021-04-30,394030335,180,A#,Minor,80,71,68,6,0,10,37
Nail Tech,Jack Harlow,2022-02-18,193443895,150,E,Minor,65,11,58,0,0,12,9
Chale,Eden Muï¿½ï,2022-02-18,299648208,189,G#,Major,55,86,44,40,0,7,4
DARARI,Treasure,2022-02-15,182978249,85,,Major,72,55,64,49,0,7,4
Ya No Somos Ni Seremos,Christian Nodal,2022-02-18,319757142,140,G,Major,59,73,45,44,0,34,3
Thinking with My Dick,"Kevin Gates, Juicy J",2013-07-16,109091573,81,,Major,77,68,70,6,0,17,20
Freaky Deaky,"Tyga, Doja Cat",2022-02-25,153240879,104,D,Minor,80,24,65,2,0,9,4
this is what falling in love feels like,JVKE,2021-09-03,346127840,129,B,Major,42,33,44,62,0,8,6
La Zona,Bad Bunny,2020-02-29,312622938,94,C#,Minor,76,81,80,20,0,25,4
Bohemian Rhapsody - Remastered 2011,Queen,1975-10-31,2197010679,71,,Minor,41,23,40,27,0,30,5
Hope,XXXTENTACION,2018-03-16,1200808494,146,A,Minor,59,23,46,66,0,15,6
Levitating,Dua Lipa,2020-03-27,797196073,103,F#,Minor,69,90,88,5,0,29,8
Wake Me Up - Radio Edit,Avicii,2013-01-01,1970673297,124,D,Major,53,66,78,0,0,16,5
"jealousy, jealousy",Olivia Rodrigo,2021-05-21,665765558,164,A#,Minor,70,71,58,24,0,7,13
Monï¿½ï¿½y so,YEAT,2021-09-10,263779030,138,D,Major,69,35,57,12,0,10,9
Demasiadas Mujeres,C. Tangana,2020-10-08,339473453,126,A,Minor,67,37,46,13,0,10,39
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-22,2204080728,103,B,Minor,61,47,65,3,0,17,4
Closer,"The Chainsmokers, Halsey",2016-05-31,2591224264,95,G#,Major,75,64,52,41,0,11,3
O.O,NMIXX,2022-02-22,135444283,200,B,Minor,39,28,77,4,0,6,29
Somebody That I Used To Know,"Gotye, Kimbra",2011-01-01,1457139296,129,,Major,86,75,52,54,0,10,4
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2019-06-28,236872197,98,F#,Minor,68,33,43,38,0,36,14
First Class,Jack Harlow,2022-04-08,694525298,107,G#,Major,91,32,56,3,0,11,10
Plan A,Paulo Londra,2022-03-23,240661097,174,,Major,58,56,83,5,0,7,4
Fuera del mercado,Danny Ocean,2022-02-17,421365166,92,G#,Major,45,27,67,32,0,13,14
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2022-03-25,349746291,90,G,Major,81,59,83,9,0,11,5
When You're Gone,Shawn Mendes,2022-03-31,255120451,147,F,Major,60,58,69,2,0,58,4
In My Head,Lil Tjay,2022-04-01,190981339,143,C#,Major,68,41,55,16,0,10,12
Wait a Minute!,Willow,2015-01-11,924193303,101,D#,Minor,76,63,71,3,0,10,3
LOVE DIVE,IVE,2022-04-05,305771063,118,C#,Minor,70,54,71,0,0,33,4
Pantysito,"Feid, Alejo, Robi",2022-03-18,273005485,98,G,Minor,83,63,74,14,0,16,6
Chance,Paulo Londra,2022-04-06,89566512,138,C#,Minor,72,22,46,24,0,9,6
Cool for the Summer,Demi Lovato,2015-01-01,677389855,114,F,Minor,59,30,62,1,0,8,4
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2022-04-07,75476209,180,G,Minor,63,45,64,34,0,9,8
Angel Baby,Troye Sivan,2021-09-09,408843328,145,B,Major,56,41,57,1,0,13,3
Vampiro,"Matuï¿½ï¿½, Wiu, ",2022-01-30,187772591,115,G#,Minor,78,63,64,1,0,7,4
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",2022-03-31,178512385,82,A#,Major,79,48,84,13,0,21,23
Right On,Lil Baby,2022-04-08,101780047,166,D,Major,70,22,61,2,0,10,34
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",2022-03-30,118381354,92,,Major,86,91,79,29,0,60,16
That's Hilarious,Charlie Puth,2022-04-08,146363130,108,F#,Major,71,55,44,74,0,11,6
Soy El Unico,Yahritza Y Su Esencia,2022-03-25,126443991,84,E,Minor,71,63,45,45,0,11,3
RUMBATï¿½,Daddy Yankee,2022-03-25,157990698,95,D#,Minor,69,90,91,6,0,35,4
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",2022-03-17,176290831,135,D#,Minor,93,77,45,25,0,13,27
Falling,Harry Styles,2019-12-13,1023187129,110,E,Major,57,6,27,84,0,9,3
Sigue,"Ed Sheeran, J Balvin",1996-11-24,106933107,88,G,Major,89,59,64,5,0,19,7
Fim de Semana no Rio,teto,2022-03-30,139193812,119,C#,Minor,87,28,50,12,0,10,10
MANIAC,Stray Kids,2022-03-18,212234990,120,C#,Major,58,71,80,15,0,7,41
There's Nothing Holdin' Me Back,Shawn Mendes,2016-09-23,1714490998,122,D,Major,86,97,80,36,0,9,6
IDGAF (with blackbear),"Blackbear, BoyWithUke",2022-03-18,197643795,98,F,Major,78,83,75,41,0,27,8
Golden,Harry Styles,2019-12-13,807015863,140,E,Minor,45,25,84,21,0,13,6
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",2013-01-01,933815613,116,F#,Minor,79,87,81,4,0,10,4
Ain't Shit,Doja Cat,2021-06-25,499710590,124,D#,Major,86,62,49,51,0,35,21
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",2022-02-25,120847157,105,A,Minor,91,73,72,13,0,9,15
Still Life,BIGBANG,2022-04-05,53909146,118,G#,Major,68,24,58,44,0,6,3
Photograph,Ed Sheeran,2014-06-20,2236667932,108,E,Major,61,20,38,61,0,10,5
Love Yourself,Justin Bieber,2015-11-09,2123309722,100,E,Major,61,53,38,84,0,28,44
N95,Kendrick Lamar,2022-05-13,301242089,140,D#,Minor,81,39,66,38,0,12,14
About Damn Time,Lizzo,2022-04-14,723894473,109,A#,Minor,84,72,74,10,0,34,7
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",2022-05-13,237351106,101,C#,Minor,78,40,74,36,0,17,27
Despuï¿½ï¿½s de la P,Bad Bunny,2022-05-06,461558540,78,F,Major,56,61,90,36,0,18,31
Un Ratito,Bad Bunny,2022-05-06,417230415,93,,Minor,79,22,55,31,0,12,5
United In Grief,Kendrick Lamar,2022-05-13,156898322,87,G#,Major,52,32,83,24,0,17,43
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2022-05-13,127309180,153,A#,Minor,55,50,78,19,0,11,35
Yo No Soy Celoso,Bad Bunny,2022-05-06,313113297,142,,Major,87,93,59,28,0,17,5
Rich Spirit,Kendrick Lamar,2022-05-13,173702135,96,A#,Minor,85,41,43,39,0,12,21
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2022-05-12,271666301,125,,Major,50,39,78,4,0,11,33
Me Fui de Vacaciones,Bad Bunny,2022-05-06,305650299,85,A#,Major,71,43,65,23,0,9,5
Silent Hill,"Kendrick Lamar, Kodak Black",2022-05-13,123216717,140,C#,Minor,92,78,57,46,0,14,9
La Corriente,"Tony Dize, Bad Bunny",2022-05-06,479655659,196,B,Minor,66,58,79,23,0,22,20
Count Me Out,Kendrick Lamar,2022-05-13,126191104,134,G,Major,78,51,43,69,0,14,9
Andrea,"Buscabulla, Bad Bunny",2022-05-06,344055883,103,C#,Minor,80,45,62,76,0,10,38
Dos Mil 16,Bad Bunny,2022-05-06,338422004,130,C#,Major,82,50,67,12,0,13,5
We Cry Together,"Kendrick Lamar, Taylour Paige",2022-05-13,68895644,108,B,Major,65,52,69,31,0,8,36
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",2022-05-13,86176890,123,G#,Major,61,66,71,53,0,32,46
Un Coco,Bad Bunny,2022-05-06,403231558,152,B,Major,84,74,69,21,0,18,6
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2022-05-06,319546754,108,D,Major,78,55,60,59,0,7,4
Worldwide Steppers,Kendrick Lamar,2022-05-13,61739839,72,A#,Minor,56,56,47,76,0,8,36
Aguacero,Bad Bunny,2022-05-06,283359161,121,F#,Minor,86,67,65,42,0,35,7
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",2022-05-13,76831876,138,D#,Minor,57,71,82,19,0,15,29
Un Verano Sin Ti,Bad Bunny,2022-05-06,283332261,188,F,Minor,50,41,50,69,0,12,6
ULTRA SOLO,"Polima WestCoast, Pailita",2022-02-14,307752576,110,C#,Major,80,26,85,23,0,11,21
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,2022-05-06,279737940,105,G#,Major,81,77,79,19,0,47,8
El Apagï¿½,Bad Bunny,2022-05-06,212351890,118,G#,Major,63,60,70,5,0,9,31
Callaita,"Bad Bunny, Tainy",2019-05-31,1304313953,176,D,Major,61,24,62,60,0,24,31
Dua Lipa,Jack Harlow,2022-05-06,150500965,158,B,Major,83,41,65,0,10,11,8
Agosto,Bad Bunny,2022-05-06,246127838,115,C#,Minor,85,72,58,9,0,49,12
House Of Memories,Panic! At The Disco,2016-01-15,582863434,110,B,Minor,51,48,82,0,0,5,3
Mr. Morale,"Kendrick Lamar, Tanna Leone",2022-05-13,58687425,174,A,Major,73,26,54,30,0,34,32
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2022-04-29,212109195,130,E,Major,91,91,96,3,0,3,9
In The Stars,Benson Boone,2022-04-29,382199619,78,A#,Major,36,30,54,34,0,14,5
Rich - Interlude,Kendrick Lamar,2022-05-13,41210087,104,G,Major,44,74,42,88,0,9,9
SUPERMODEL,Mï¿½ï¿½ne,2022-05-13,231657891,121,G,Major,64,80,88,0,0,12,6
Stefania (Kalush Orchestra),KALUSH,2022-03-10,53729194,105,D,Major,83,32,82,14,0,12,4
Thousand Miles,The Kid Laroi,2022-04-22,244741137,81,G,Major,38,20,66,9,0,9,8
Crown,Kendrick Lamar,2022-05-13,42485571,170,C#,Minor,37,14,24,80,0,11,4
Auntie Diaries,Kendrick Lamar,2022-05-13,37778188,78,G,Major,43,60,38,76,1,48,38
PUFFIN ON ZOOTIEZ,Future,2022-04-29,254218729,125,G#,Major,88,28,66,6,0,13,31
Mirror,Kendrick Lamar,2022-05-13,53603447,92,E,Minor,66,29,65,23,0,8,7
Beautiful Girl,Luciano,2022-04-22,160035717,140,B,Minor,84,61,42,31,0,9,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2022-04-25,164163229,96,,Major,61,32,90,25,0,10,9
Savior - Interlude,Kendrick Lamar,2022-05-13,37091576,118,F,Minor,66,83,43,84,0,19,19
Pasoori,"Shae Gill, Ali Sethi",2022-02-06,284249832,92,B,Minor,71,67,60,7,0,6,4
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2022-05-13,33381454,140,G#,Minor,49,50,37,87,0,11,35
TUS Lï¿½ï¿½GR,"Sech, Mora",2022-04-01,184622518,174,C#,Major,68,45,71,18,0,11,25
Where Did You Go?,"MNEK, Jax Jones",2022-01-26,300983101,127,A#,Major,77,53,78,19,0,29,4
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2022-05-06,121077868,96,B,Major,71,37,52,62,0,11,36
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2022-04-29,106919680,150,G#,Minor,82,82,66,13,0,11,6
ZOOM,Jessi,2022-04-13,136996305,100,F#,Major,87,46,60,1,0,13,16
SloMo,Chanel,2021-12-24,65719930,105,C#,Minor,73,59,81,13,0,9,6
FEARLESS,LE SSERAFIM,2022-05-02,229497852,104,G,Major,86,43,62,5,0,13,14
10 Things I Hate About You,Leah Kate,2022-03-23,185550869,154,G#,Major,54,45,79,1,0,17,5
SPACE MAN,Sam Ryder,2022-02-22,54682594,80,B,Major,47,33,83,18,0,10,5
With you,"HA SUNG WOON, Jimin",2022-04-24,240580042,150,D#,Major,53,14,43,64,0,13,3
Iris,The Goo Goo Dolls,1998-03-31,1284942608,156,B,Minor,32,49,72,0,0,9,4
The Heart Part 5,Kendrick Lamar,2022-05-08,71423324,98,G#,Minor,76,79,81,18,0,6,34
San Lucas,Kevin Kaarl,2019-11-07,244891912,92,G,Major,58,27,36,86,0,9,3
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2022-05-06,132171975,144,E,Major,47,7,50,32,0,7,4
Good Looking,Suki Waterhouse,2017-10-20,184706613,150,E,Major,37,27,56,8,0,13,3
Flowers,Lauren Spencer Smith,2021-08-09,184826429,138,D#,Major,70,31,44,84,0,9,39
Yet To Come,BTS,2022-06-10,302006641,172,C#,Major,56,68,89,4,0,33,19
Run BTS,BTS,2022-06-10,330881149,77,G#,Major,72,70,82,2,0,4,17
Music For a Sushi Restaurant,Harry Styles,2022-05-20,334733572,107,B,Major,72,36,72,26,6,11,4
Matilda,Harry Styles,2022-05-20,366214458,114,D,Major,51,39,29,90,0,10,4
For Youth,BTS,2022-06-10,114546317,117,D,Major,63,29,51,43,0,25,4
Daylight,Harry Styles,2022-05-20,290833204,146,,Major,69,63,45,48,0,18,4
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022-05-06,448500832,160,G#,Minor,80,74,60,8,0,14,26
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",2022-06-10,136676504,120,G,Major,88,15,56,1,0,8,6
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",2022-05-27,190625045,100,B,Minor,82,76,70,16,0,8,5
Born Singer,BTS,2022-06-10,79095270,158,G#,Minor,60,68,84,4,0,24,11
Little Freak,Harry Styles,2022-05-20,273194684,142,D#,Major,56,40,54,72,0,10,4
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",2022-05-20,333146475,170,A,Minor,80,77,85,11,0,17,14
True Love,"Kanye West, XXXTENTACION",2022-05-27,194902696,84,F,Minor,71,39,86,2,0,51,25
Satellite,Harry Styles,2022-05-20,311482393,139,,Major,58,30,46,14,0,9,3
Pass The Dutchie,Musical Youth,1982-01-01,195918494,151,G,Major,73,88,67,20,0,32,5
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2022-06-08,248511839,128,C#,Minor,82,42,75,6,0,63,6
Love Of My Life,Harry Styles,2022-05-20,233671263,118,G,Major,56,20,54,67,0,6,5
Grapejuice,Harry Styles,2022-05-20,199587884,183,F,Major,65,88,72,36,14,20,3
So Good,Halsey,2022-06-09,91781263,83,D#,Minor,63,29,62,4,0,18,4
Belly Dancer,"BYOR, Imanbek",2022-02-18,383835984,122,C#,Major,85,42,80,6,0,17,14
Keep Driving,Harry Styles,2022-05-20,236060709,165,A,Major,72,90,48,32,0,18,23
Cinema,Harry Styles,2022-05-20,189236868,106,A,Minor,83,90,64,35,5,9,4
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2022-05-25,160845341,77,B,Major,81,68,58,83,0,11,34
Only Love Can Hurt Like This,Paloma Faith,2014-01-01,588955257,91,G#,Major,57,30,89,10,0,33,8
Hold My Hand,Lady Gaga,2022-05-03,238350348,148,G,Major,51,21,63,5,0,41,3
Daydreaming,Harry Styles,2022-05-20,187703102,114,E,Minor,71,90,81,31,2,13,3
Numb,"Marshmello, Khalid",2022-06-10,295307001,120,,Minor,91,63,77,12,1,10,5
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2022-06-02,138334433,92,F#,Major,83,56,82,10,0,9,5
Me and Your Mama,Childish Gambino,2016-11-10,445590495,118,F,Major,56,25,45,1,3,7,3
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",2022-03-18,286739476,123,E,Minor,60,46,71,3,0,16,4
SLOW DANCING IN THE DARK,Joji,2018-09-12,1122364376,89,D#,Major,52,28,48,54,1,19,3
Antes de Perderte,Duki,2022-06-02,157136970,110,F,Minor,81,61,93,49,0,12,11
Boyfriends,Harry Styles,2022-05-20,137070925,118,,Major,42,32,20,94,0,11,4
295,Sidhu Moose Wala,2021-05-15,183273246,90,B,Minor,68,54,76,21,0,11,20
Tak Ingin Usai,Keisya Levronka,2022-05-13,184807630,130,,Major,49,14,40,82,0,11,3
En El Radio Un Cochinero,Victor Cibrian,2022-05-13,164856284,154,F#,Minor,70,97,62,47,0,10,4
Master of Puppets (Remastered),Metallica,1986-03-03,704171068,105,E,Minor,54,59,83,0,44,20,4
BREAK MY SOUL,Beyoncï¿,2022-06-21,354614964,115,C#,Minor,70,87,88,4,0,26,8
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",2022-06-16,279717388,110,C#,Major,91,59,82,8,0,6,8
Massive,Drake,2022-06-17,195628667,125,E,Minor,51,5,68,12,2,15,6
Betty (Get Money),Yung Gravy,2022-06-10,221752937,102,C#,Major,73,62,75,0,0,34,8
Ojos Marrones,Lasso,2022-02-06,263280370,120,G#,Minor,81,72,65,4,0,14,4
POP!,Nayeon,2022-06-24,213505179,97,D,Major,80,36,86,4,0,3,5
Layla,"Schï¿½ï¿½rze, DJ R",2022-03-24,130419412,140,F,Minor,44,41,92,0,0,44,7
MORE,j-hope,2022-07-01,155795783,97,D,Major,78,31,72,1,0,11,4
Sweet Child O' Mine,Guns N' Roses,1987-01-01,1553497987,125,F#,Major,45,67,90,9,11,10,5
Last Last,Burna Boy,2022-05-12,293466523,88,D#,Minor,80,55,56,13,0,8,9
SNAP,Rosa Linn,2022-03-19,711366595,170,,Major,56,52,64,11,0,45,7
Sticky,Drake,2022-06-17,191448892,137,A#,Minor,88,8,49,9,0,9,14
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",2022-07-01,85924992,157,A,Major,88,52,69,0,0,8,23
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",2022-06-03,176103902,130,F#,Major,95,83,57,54,0,10,25
La Loto,"Anitta, Tini, Becky G",2022-07-06,121189256,90,C#,Major,85,80,83,10,0,8,11
die first,Nessa Barrett,2022-06-24,131746175,183,G#,Minor,44,44,67,7,0,12,13
Afraid To Feel,LF System,2022-05-02,244790012,128,C#,Major,58,68,91,2,0,27,11
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",2022-06-10,129314708,130,D#,Minor,71,78,40,46,0,7,45
cï¿½ï¿½mo dormi,Rels B,2022-08-04,331511413,126,C#,Major,63,56,43,24,0,12,23
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",2022-08-05,219196651,120,,Major,77,94,87,2,0,23,12
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",2022-08-05,170732845,130,E,Minor,72,18,46,7,0,28,8
Caile,Luar La L,2020-12-18,273914335,122,,Major,70,46,76,30,0,9,45
Si Te La Encuentras Por Ahï¿,Feid,2022-08-05,179061440,172,G#,Minor,74,46,58,15,0,13,8
GIVENCHY,Duki,2022-07-20,185236961,103,G#,Major,61,38,62,14,0,23,40
ALIEN SUPERSTAR,Beyoncï¿,2022-07-29,171788484,122,A#,Minor,55,46,64,0,0,17,10
Mary On A Cross,Ghost,2019-09-13,387080183,130,B,Major,47,56,90,0,0,10,4
Attention,NewJeans,2022-08-01,264717480,105,A#,Minor,81,70,65,24,0,8,4
THE SHADE,Rex Orange County,2022-03-11,244928911,120,F,Major,90,73,51,39,0,9,6
"Come Back Home - From ""Purple Hearts""",Sofia Carson,2022-07-12,97610446,145,G,Major,56,43,53,24,0,12,4
El Rescate,"Grupo Marca Registrada, Junior H",2022-07-22,287278853,99,G,Minor,79,64,59,28,0,11,14
Heartless,Kanye West,2008-01-01,887906111,88,A#,Minor,79,66,65,5,0,25,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",2022-07-15,123473120,126,A,Major,81,90,73,28,0,29,4
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2022-08-15,295152154,136,,Major,77,71,75,33,1,13,4
JGL,"Luis R Conriquez, La Adictiva",2022-02-18,323455692,113,G#,Major,70,97,59,55,0,27,12
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",2022-06-16,240918092,132,B,Major,82,49,88,20,0,21,3
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",2022-05-20,191873381,135,G#,Major,77,74,74,47,0,34,8
Hold Me Closer,"Elton John, Britney Spears",2017-11-10,284216603,126,,Major,67,49,77,11,0,19,11
Forget Me,Lewis Capaldi,2022-09-09,239411309,102,C#,Minor,67,72,74,30,0,36,4
After LIKE,IVE,2022-08-22,265548837,125,,Major,68,80,92,10,0,9,12
Bound 2,Kanye West,2013-01-01,703301727,149,C#,Major,37,28,66,14,0,9,5
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2022-06-15,244585109,137,,Major,74,71,89,24,61,15,5
Talk that Talk,TWICE,2022-08-26,189476119,120,D#,Minor,77,78,91,14,0,33,12
BILLIE EILISH.,Armani White,2022-01-20,277132266,100,C#,Major,90,75,50,11,0,9,26
Ferxxo 100,Feid,2022-06-03,278920007,164,G#,Minor,70,58,57,25,0,15,7
KU LO SA - A COLORS SHOW,Oxlade,2022-06-10,222410722,93,A#,Minor,65,79,66,31,0,22,7
Prohibidox,Feid,2022-09-13,185392587,180,C#,Minor,65,52,80,5,0,6,25
Static,Steve Lacy,2022-07-15,202452860,79,C#,Major,34,22,31,43,63,10,7
The Scientist,Coldplay,2002-08-05,1608164312,146,F,Major,56,21,44,73,0,11,2
Sparks,Coldplay,2000-07-10,624101957,103,C#,Major,37,17,27,75,5,10,3
Talk,YEAT,2022-09-02,148461629,140,E,Minor,70,26,76,8,0,54,23
XQ Te Pones Asï¿,"Yandel, Feid",2022-09-13,47093942,92,A#,Major,81,48,70,13,0,15,7
Selfish,PnB Rock,2016-06-23,380319238,102,C#,Minor,64,4,60,11,0,19,4
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2022-07-22,209106362,118,B,Minor,82,75,85,33,1,11,4
Lady Mi Amor,Feid,2022-09-13,53987404,93,D,Major,78,75,62,6,0,15,6
Poland,Lil Yachty,2022-06-23,115331792,150,F,Minor,70,26,56,14,83,11,5
THE LONELIEST,Mï¿½ï¿½ne,2022-10-07,225093344,130,D,Major,52,24,60,0,0,8,3
Bye Bye,"Marshmello, Juice WRLD",2022-10-14,84697729,83,D#,Minor,65,24,53,6,0,51,4
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",2022-08-18,159240673,102,A,Major,84,43,75,5,0,6,8
Nxde,(G)I-DLE,2022-10-17,170709584,136,E,Minor,73,65,91,4,0,48,18
Miss You,Southstar,1982-05-16,154356956,145,A,Major,66,24,58,17,0,19,5
we fell in love in october,girl in red,2018-11-21,723043854,130,G,Major,57,24,37,11,18,16,3
2 Be Loved (Am I Ready),Lizzo,2022-07-14,247689123,156,G,Major,72,92,77,9,0,8,11
Celestial,Ed Sheeran,2022-09-29,176474912,123,D,Major,57,50,85,5,0,16,4
Typa Girl,BLACKPINK,2022-09-16,235549288,132,G,Major,92,53,62,7,0,63,10
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2020-12-18,140430339,125,D#,Minor,49,13,74,0,0,9,4
California Breeze,Lil Baby,2022-10-14,85559365,162,F,Minor,74,22,67,0,0,11,46
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",2022-09-22,146223492,138,A#,Major,80,82,81,14,0,13,36
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",2022-07-01,187701588,161,A#,Minor,59,62,60,12,0,5,44
Major Distribution,"Drake, 21 Savage",2022-11-04,154863153,131,G#,Minor,91,23,55,1,0,7,32
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",2022-11-04,191333656,122,E,Minor,75,45,63,6,0,35,12
Vigilante Shit,Taylor Swift,2022-10-21,253650850,80,E,Minor,80,16,28,17,0,12,39
Question...?,Taylor Swift,2022-10-21,223064273,109,G,Major,75,11,50,20,0,30,17
On BS,"Drake, 21 Savage",2022-11-04,170413877,158,A,Major,84,33,36,2,0,39,59
Mastermind,Taylor Swift,2022-10-21,218320587,126,E,Major,66,12,35,55,0,9,14
Circo Loco,"Drake, 21 Savage",2022-11-04,141720999,104,C#,Major,73,25,61,1,0,32,7
Labyrinth,Taylor Swift,2022-10-21,187339835,110,,Major,48,15,31,80,22,12,4
Spin Bout U,"Drake, 21 Savage",2022-11-04,198365537,130,G,Major,77,20,70,1,0,16,5
Sweet Nothing,Taylor Swift,2022-10-21,186104310,177,,Major,34,39,16,97,0,12,5
"Would've, Could've, Should've",Taylor Swift,2022-10-21,177503916,158,G,Major,48,55,84,43,0,15,12
Con La Brisa,"Ludwig Goransson, Foudeqush",2022-11-04,71095708,114,D,Minor,62,25,44,51,33,14,3
Privileged Rappers,"Drake, 21 Savage",2022-11-04,112436403,144,F,Major,93,62,61,0,0,12,20
The Astronaut,Jin,2022-10-28,203436468,125,F,Major,54,22,76,0,0,14,3
BackOutsideBoyz,Drake,2022-11-04,93367537,142,F,Minor,85,40,43,4,0,39,32
Broke Boys,"Drake, 21 Savage",2022-11-04,106249219,120,D,Major,64,11,53,1,0,25,27
The Great War,Taylor Swift,2022-10-21,181382590,96,F,Major,57,55,74,22,0,8,4
My Mind & Me,Selena Gomez,2022-11-03,91473363,144,A,Major,60,24,39,57,0,8,3
Bigger Than The Whole Sky,Taylor Swift,2022-10-21,121871870,166,F#,Major,42,7,24,83,1,12,6
A Veces (feat. Feid),"Feid, Paulo Londra",2022-11-03,73513683,92,C#,Major,80,81,67,4,0,8,6
En La De Ella,"Feid, Sech, Jhayco",2022-10-20,133895612,97,C#,Major,82,67,77,8,0,12,5
Alone,Burna Boy,2022-11-04,96007391,90,E,Minor,61,32,67,15,0,11,5
